ShapeId,Type,W,A,d,Ht,h,OD,bf,B,b,ID,tw,tf,t,tnom,tdes,kdes,x,y,eo,xp,yp,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tanAlpha,Qs,Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PB
W44X335,W,335,98.5,44.0,0,0,0,15.9,0,0,0,1.03,1.77,0,0,0,2.56,0,0,0,0,0,31100,1620,1410,17.8,1200,236,150,3.49,0,0,0,74.7,535000,0,168,1180,0,0,278,805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.24,42.2,132,148
W44X290,W,290,85.4,43.6,0,0,0,15.8,0,0,0,0.865,1.58,0,0,0,2.36,0,0,0,0,0,27000,1410,1240,17.8,1040,205,132,3.49,0,0,0,50.9,461000,0,166,1040,0,0,248,701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.20,42.0,131,147
W44X262,W,262,77.2,43.3,0,0,0,15.8,0,0,0,0.785,1.42,0,0,0,2.20,0,0,0,0,0,24100,1270,1110,17.7,923,182,117,3.47,0,0,0,37.3,405000,0,165,928,0,0,223,630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.17,41.9,131,147
W44X230,W,230,67.8,42.9,0,0,0,15.8,0,0,0,0.710,1.22,0,0,0,2.01,0,0,0,0,0,20800,1100,971,17.5,796,157,101,3.43,0,0,0,24.9,346000,0,165,793,0,0,192,547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13,41.7,130,146
W40X593,W,593,174,43.0,0,0,0,16.7,0,0,0,1.79,3.23,0,0,0,4.41,0,0,0,0,0,50400,2760,2340,17,2520,481,302,3.8,0,0,0,445,997000,0,166,2240,0,0,479,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.63,39.8,130,147
W40X503,W,503,148,42.1,0,0,0,16.4,0,0,0,1.54,2.76,0,0,0,3.94,0,0,0,0,0,41600,2320,1980,16.8,2040,394,249,3.72,0,0,0,277,789000,0,161,1830,0,0,403,1150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50,39.3,129,145
W40X431,W,431,127,41.3,0,0,0,16.2,0,0,0,1.34,2.36,0,0,0,3.54,0,0,0,0,0,34800,1960,1690,16.6,1690,328,208,3.65,0,0,0,177,638000,0,158,1510,0,0,341,969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41,38.9,127,143
W40X397,W,397,117,41.0,0,0,0,16.1,0,0,0,1.22,2.20,0,0,0,3.38,0,0,0,0,0,32000,1800,1560,16.6,1540,300,191,3.64,0,0,0,142,579000,0,156,1380,0,0,318,891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.38,38.8,126,142
W40X372,W,372,110,40.6,0,0,0,16.1,0,0,0,1.16,2.05,0,0,0,3.23,0,0,0,0,0,29600,1680,1460,16.5,1420,277,177,3.6,0,0,0,116,528000,0,155,1280,0,0,295,829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33,38.6,125,141
W40X362,W,362,106,40.6,0,0,0,16.0,0,0,0,1.12,2.01,0,0,0,3.19,0,0,0,0,0,28900,1640,1420,16.5,1380,270,173,3.6,0,0,0,109,513000,0,154,1240,0,0,289,808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.33,38.6,125,141
W40X324,W,324,95.3,40.2,0,0,0,15.9,0,0,0,1.00,1.81,0,0,0,2.99,0,0,0,0,0,25600,1460,1280,16.4,1220,239,153,3.58,0,0,0,79.4,448000,0,153,1100,0,0,259,720,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,38.4,124,140
W40X297,W,297,87.3,39.8,0,0,0,15.8,0,0,0,0.930,1.65,0,0,0,2.83,0,0,0,0,0,23200,1330,1170,16.3,1090,215,138,3.54,0,0,0,61.2,399000,0,151,982,0,0,234,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22,38.2,123,139
W40X277,W,277,81.5,39.7,0,0,0,15.8,0,0,0,0.830,1.58,0,0,0,2.76,0,0,0,0,0,21900,1250,1100,16.4,1040,204,132,3.58,0,0,0,51.5,379000,0,151,940,0,0,225,614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,38.1,123,139
W40X249,W,249,73.5,39.4,0,0,0,15.8,0,0,0,0.750,1.42,0,0,0,2.60,0,0,0,0,0,19600,1120,993,16.3,926,182,118,3.55,0,0,0,38.1,334000,0,150,841,0,0,203,551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21,38.0,122,138
W40X215,W,215,63.5,39.0,0,0,0,15.8,0,0,0,0.650,1.22,0,0,0,2.40,0,0,0,0,0,16700,964,859,16.2,803,156,101,3.54,0,0,0,24.8,284000,0,149,719,0,0,175,473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.19,37.8,122,138
W40X199,W,199,58.8,38.7,0,0,0,15.8,0,0,0,0.650,1.07,0,0,0,2.25,0,0,0,0,0,14900,869,770,16,695,137,88.2,3.45,0,0,0,18.3,246000,0,149,628,0,0,153,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.12,37.6,121,137
W40X392,W,392,116,41.6,0,0,0,12.4,0,0,0,1.42,2.52,0,0,0,3.70,0,0,0,0,0,29900,1710,1440,16.1,803,212,130,2.64,0,0,0,172,306000,0,121,946,0,0,270,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30,39.1,116,128
W40X331,W,331,97.7,40.8,0,0,0,12.2,0,0,0,1.22,2.13,0,0,0,3.31,0,0,0,0,0,24700,1430,1210,15.9,644,172,106,2.57,0,0,0,105,241000,0,118,766,0,0,226,706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,38.7,114,126
W40X327,W,327,95.9,40.8,0,0,0,12.1,0,0,0,1.18,2.13,0,0,0,3.31,0,0,0,0,0,24500,1410,1200,16,640,170,105,2.58,0,0,0,103,239000,0,117,754,0,0,225,695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,38.7,114,126
W40X294,W,294,86.2,40.4,0,0,0,12.0,0,0,0,1.06,1.93,0,0,0,3.11,0,0,0,0,0,21900,1270,1080,15.9,562,150,93.5,2.55,0,0,0,76.6,208000,0,115,668,0,0,203,622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.16,38.5,113,125
W40X278,W,278,82.3,40.2,0,0,0,12.0,0,0,0,1.03,1.81,0,0,0,2.99,0,0,0,0,0,20500,1190,1020,15.8,521,140,87.1,2.52,0,0,0,65.0,192000,0,115,622,0,0,190,587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,38.4,112,124
W40X264,W,264,77.4,40.0,0,0,0,11.9,0,0,0,0.960,1.73,0,0,0,2.91,0,0,0,0,0,19400,1130,971,15.8,493,132,82.6,2.52,0,0,0,56.1,181000,0,114,589,0,0,182,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.12,38.3,112,124
W40X235,W,235,69.1,39.7,0,0,0,11.9,0,0,0,0.830,1.58,0,0,0,2.76,0,0,0,0,0,17400,1010,875,15.9,444,118,74.6,2.54,0,0,0,41.3,161000,0,113,530,0,0,166,495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11,38.1,111,123
W40X211,W,211,62.1,39.4,0,0,0,11.8,0,0,0,0.750,1.42,0,0,0,2.60,0,0,0,0,0,15500,906,786,15.8,390,105,66.1,2.51,0,0,0,30.4,141000,0,112,468,0,0,148,442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.07,38.0,110,122
W40X183,W,183,53.3,39.0,0,0,0,11.8,0,0,0,0.650,1.20,0,0,0,2.38,0,0,0,0,0,13200,774,675,15.7,331,88.3,56,2.49,0,0,0,19.3,118000,0,112,395,0,0,126,376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.04,37.8,110,122
W40X167,W,167,49.3,38.6,0,0,0,11.8,0,0,0,0.650,1.03,0,0,0,2.21,0,0,0,0,0,11600,693,600,15.3,283,76,47.9,2.4,0,0,0,14.0,99700,0,111,336,0,0,107,336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,37.6,109,121
W40X149,W,149,43.8,38.2,0,0,0,11.8,0,0,0,0.630,0.830,0,0,0,2.01,0,0,0,0,0,9800,598,513,15,229,62.2,38.8,2.29,0,0,0,9.36,80000,0,110,270,0,0,86.7,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89,37.4,108,120
W36X652,W,652,192,41.1,0,0,0,17.6,0,0,0,1.97,3.54,0,0,0,4.49,0,0,0,0,0,50600,2910,2460,16.2,3230,581,367,4.1,0,0,0,593,1130000,0,165,2560,0,0,518,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.96,37.6,129,147
W36X529,W,529,156,39.8,0,0,0,17.2,0,0,0,1.61,2.91,0,0,0,3.86,0,0,0,0,0,39600,2330,1990,16,2490,454,289,4,0,0,0,327,846000,0,159,1990,0,0,419,1160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.80,36.9,127,144
W36X487,W,487,143,39.3,0,0,0,17.1,0,0,0,1.50,2.68,0,0,0,3.63,0,0,0,0,0,36000,2130,1830,15.8,2250,412,263,3.96,0,0,0,258,754000,0,157,1800,0,0,383,1060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.74,36.6,125,142
W36X441,W,441,130,38.9,0,0,0,17.0,0,0,0,1.36,2.44,0,0,0,3.39,0,0,0,0,0,32100,1910,1650,15.7,1990,368,235,3.92,0,0,0,194,661000,0,154,1600,0,0,347,950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.69,36.5,124,141
W36X395,W,395,116,38.4,0,0,0,16.8,0,0,0,1.22,2.20,0,0,0,3.15,0,0,0,0,0,28500,1710,1490,15.7,1750,325,208,3.88,0,0,0,142,575000,0,152,1410,0,0,311,847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.61,36.2,123,140
W36X361,W,361,106,38.0,0,0,0,16.7,0,0,0,1.12,2.01,0,0,0,2.96,0,0,0,0,0,25700,1550,1350,15.6,1570,293,188,3.85,0,0,0,109,509000,0,150,1270,0,0,282,767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.58,36.0,122,139
W36X330,W,330,96.9,37.7,0,0,0,16.6,0,0,0,1.02,1.85,0,0,0,2.80,0,0,0,0,0,23300,1410,1240,15.5,1420,265,171,3.83,0,0,0,84.3,456000,0,149,1150,0,0,259,698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,35.9,121,138
W36X302,W,302,89.0,37.3,0,0,0,16.7,0,0,0,0.945,1.68,0,0,0,2.63,0,0,0,0,0,21100,1280,1130,15.4,1300,241,156,3.82,0,0,0,64.3,412000,0,148,1040,0,0,235,635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.53,35.6,121,138
W36X282,W,282,82.9,37.1,0,0,0,16.6,0,0,0,0.885,1.57,0,0,0,2.52,0,0,0,0,0,19600,1190,1050,15.4,1200,223,144,3.8,0,0,0,52.7,378000,0,147,960,0,0,219,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.50,35.5,120,137
W36X262,W,262,77.2,36.9,0,0,0,16.6,0,0,0,0.840,1.44,0,0,0,2.39,0,0,0,0,0,17900,1100,972,15.3,1090,204,132,3.76,0,0,0,41.6,342000,0,147,873,0,0,200,543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.46,35.5,120,137
W36X247,W,247,72.5,36.7,0,0,0,16.5,0,0,0,0.800,1.35,0,0,0,2.30,0,0,0,0,0,16700,1030,913,15.2,1010,190,123,3.74,0,0,0,34.7,316000,0,146,812,0,0,187,509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.42,35.4,120,136
W36X231,W,231,68.2,36.5,0,0,0,16.5,0,0,0,0.760,1.26,0,0,0,2.21,0,0,0,0,0,15600,963,854,15.1,940,176,114,3.71,0,0,0,28.7,292000,0,145,756,0,0,175,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40,35.2,120,136
W36X256,W,256,75.3,37.4,0,0,0,12.2,0,0,0,0.960,1.73,0,0,0,2.48,0,0,0,0,0,16800,1040,895,14.9,528,137,86.5,2.65,0,0,0,52.9,168000,0,109,576,0,0,174,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.24,35.7,108,120
W36X232,W,232,68.0,37.1,0,0,0,12.1,0,0,0,0.870,1.57,0,0,0,2.32,0,0,0,0,0,15000,936,809,14.8,468,122,77.2,2.62,0,0,0,39.6,148000,0,108,512,0,0,157,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.21,35.5,108,120
W36X210,W,210,61.9,36.7,0,0,0,12.2,0,0,0,0.830,1.36,0,0,0,2.11,0,0,0,0,0,13200,833,719,14.6,411,107,67.5,2.58,0,0,0,28.0,128000,0,108,446,0,0,136,412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.18,35.3,107,119
W36X194,W,194,57.0,36.5,0,0,0,12.1,0,0,0,0.765,1.26,0,0,0,2.01,0,0,0,0,0,12100,767,664,14.6,375,97.7,61.9,2.56,0,0,0,22.2,116000,0,107,407,0,0,126,379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.15,35.2,107,119
W36X182,W,182,53.6,36.3,0,0,0,12.1,0,0,0,0.725,1.18,0,0,0,1.93,0,0,0,0,0,11300,718,623,14.5,347,90.7,57.6,2.55,0,0,0,18.5,107000,0,106,378,0,0,118,355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.13,35.1,106,118
W36X170,W,170,50.0,36.2,0,0,0,12.0,0,0,0,0.680,1.10,0,0,0,1.85,0,0,0,0,0,10500,668,581,14.5,320,83.8,53.2,2.53,0,0,0,15.1,98500,0,105,349,0,0,109,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.11,35.1,106,118
W36X160,W,160,47.0,36.0,0,0,0,12.0,0,0,0,0.650,1.02,0,0,0,1.77,0,0,0,0,0,9760,624,542,14.4,295,77.3,49.1,2.5,0,0,0,12.4,90200,0,105,321,0,0,101,308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.09,35.0,105,117
W36X150,W,150,44.3,35.9,0,0,0,12.0,0,0,0,0.625,0.940,0,0,0,1.69,0,0,0,0,0,9040,581,504,14.3,270,70.9,45.1,2.47,0,0,0,10.1,82200,0,105,294,0,0,93.1,287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.06,35.0,105,117
W36X135,W,135,39.9,35.6,0,0,0,12.0,0,0,0,0.600,0.790,0,0,0,1.54,0,0,0,0,0,7800,509,439,14,225,59.7,37.7,2.38,0,0,0,7.00,68100,0,104,245,0,0,77.9,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.99,34.8,105,117
W33X387,W,387,114,36.0,0,0,0,16.2,0,0,0,1.26,2.28,0,0,0,3.07,0,0,0,0,0,24300,1560,1350,14.6,1620,312,200,3.77,0,0,0,148,459000,0,137,1260,0,0,287,778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.49,33.7,117,133
W33X354,W,354,104,35.6,0,0,0,16.1,0,0,0,1.16,2.09,0,0,0,2.88,0,0,0,0,0,22000,1420,1240,14.5,1460,282,181,3.74,0,0,0,115,408000,0,135,1130,0,0,262,707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.44,33.5,116,132
W33X318,W,318,93.7,35.2,0,0,0,16.0,0,0,0,1.04,1.89,0,0,0,2.68,0,0,0,0,0,19500,1270,1110,14.5,1290,250,161,3.71,0,0,0,84.4,357000,0,133,1010,0,0,235,632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40,33.3,115,131
W33X291,W,291,85.6,34.8,0,0,0,15.9,0,0,0,0.960,1.73,0,0,0,2.52,0,0,0,0,0,17700,1160,1020,14.4,1160,226,146,3.68,0,0,0,65.1,319000,0,131,904,0,0,214,573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34,33.1,114,130
W33X263,W,263,77.4,34.5,0,0,0,15.8,0,0,0,0.870,1.57,0,0,0,2.36,0,0,0,0,0,15900,1040,919,14.3,1040,202,131,3.66,0,0,0,48.7,281000,0,130,807,0,0,193,515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31,32.9,113,129
W33X241,W,241,71.1,34.2,0,0,0,15.9,0,0,0,0.830,1.40,0,0,0,2.19,0,0,0,0,0,14200,940,831,14.1,933,182,118,3.62,0,0,0,36.2,251000,0,130,726,0,0,173,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.29,32.8,113,129
W33X221,W,221,65.3,33.9,0,0,0,15.8,0,0,0,0.775,1.28,0,0,0,2.06,0,0,0,0,0,12900,857,759,14.1,840,164,106,3.59,0,0,0,27.8,224000,0,129,647,0,0,156,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.25,32.6,112,128
W33X201,W,201,59.1,33.7,0,0,0,15.7,0,0,0,0.715,1.15,0,0,0,1.94,0,0,0,0,0,11600,773,686,14,749,147,95.2,3.56,0,0,0,20.8,198000,0,128,577,0,0,140,382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21,32.6,111,127
W33X169,W,169,49.5,33.8,0,0,0,11.5,0,0,0,0.670,1.22,0,0,0,1.92,0,0,0,0,0,9290,629,549,13.7,310,84.4,53.9,2.5,0,0,0,17.7,82400,0,93.7,329,0,0,108,311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03,32.6,99.5,111
W33X152,W,152,44.9,33.5,0,0,0,11.6,0,0,0,0.635,1.06,0,0,0,1.76,0,0,0,0,0,8160,559,487,13.5,273,73.9,47.2,2.47,0,0,0,12.4,71700,0,94.1,289,0,0,94.3,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.01,32.4,99.4,111
W33X141,W,141,41.5,33.3,0,0,0,11.5,0,0,0,0.605,0.960,0,0,0,1.66,0,0,0,0,0,7450,514,448,13.4,246,66.9,42.7,2.43,0,0,0,9.70,64400,0,93.0,257,0,0,84.6,253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98,32.3,98.5,110
W33X130,W,130,38.3,33.1,0,0,0,11.5,0,0,0,0.580,0.855,0,0,0,1.56,0,0,0,0,0,6710,467,406,13.2,218,59.5,37.9,2.39,0,0,0,7.37,56600,0,92.7,228,0,0,75.3,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.94,32.2,98.5,110
W33X118,W,118,34.7,32.9,0,0,0,11.5,0,0,0,0.550,0.740,0,0,0,1.44,0,0,0,0,0,5900,415,359,13,187,51.3,32.6,2.32,0,0,0,5.30,48300,0,92.5,197,0,0,65.1,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.89,32.2,97.5,109
W30X391,W,391,115,33.2,0,0,0,15.6,0,0,0,1.36,2.44,0,0,0,3.23,0,0,0,0,0,20700,1450,1250,13.4,1550,310,198,3.67,0,0,0,173,366000,0,120,1140,0,0,267,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.37,30.8,109,125
W30X357,W,357,105,32.8,0,0,0,15.5,0,0,0,1.24,2.24,0,0,0,3.03,0,0,0,0,0,18700,1320,1140,13.3,1390,279,179,3.64,0,0,0,134,324000,0,118,1030,0,0,244,655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.31,30.6,108,124
W30X326,W,326,95.9,32.4,0,0,0,15.4,0,0,0,1.14,2.05,0,0,0,2.84,0,0,0,0,0,16800,1190,1040,13.2,1240,252,162,3.6,0,0,0,103,287000,0,117,922,0,0,222,593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.26,30.4,108,123
W30X292,W,292,86.0,32.0,0,0,0,15.3,0,0,0,1.02,1.85,0,0,0,2.64,0,0,0,0,0,14900,1060,930,13.2,1100,223,144,3.58,0,0,0,75.2,250000,0,115,816,0,0,199,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.22,30.2,107,122
W30X261,W,261,77.0,31.6,0,0,0,15.2,0,0,0,0.930,1.65,0,0,0,2.44,0,0,0,0,0,13100,943,829,13.1,959,196,127,3.53,0,0,0,54.1,215000,0,114,714,0,0,176,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.16,30.0,106,121
W30X235,W,235,69.3,31.3,0,0,0,15.1,0,0,0,0.830,1.50,0,0,0,2.29,0,0,0,0,0,11700,847,748,13,855,175,114,3.51,0,0,0,40.3,190000,0,112,637,0,0,159,421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.13,29.8,105,120
W30X211,W,211,62.3,30.9,0,0,0,15.1,0,0,0,0.775,1.32,0,0,0,2.10,0,0,0,0,0,10300,751,665,12.9,757,155,100,3.49,0,0,0,28.4,166000,0,112,556,0,0,140,372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.11,29.6,104,119
W30X191,W,191,56.1,30.7,0,0,0,15.0,0,0,0,0.710,1.19,0,0,0,1.97,0,0,0,0,0,9200,675,600,12.8,673,138,89.5,3.46,0,0,0,21.0,146000,0,111,494,0,0,125,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.06,29.5,104,119
W30X173,W,173,50.9,30.4,0,0,0,15.0,0,0,0,0.655,1.07,0,0,0,1.85,0,0,0,0,0,8230,607,541,12.7,598,123,79.8,3.42,0,0,0,15.6,129000,0,110,441,0,0,113,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.03,29.3,103,118
W30X148,W,148,43.6,30.7,0,0,0,10.5,0,0,0,0.650,1.18,0,0,0,1.83,0,0,0,0,0,6680,500,436,12.4,227,68,43.3,2.28,0,0,0,14.5,49400,0,77.5,240,0,0,85.8,248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,29.5,90.5,101
W30X132,W,132,38.8,30.3,0,0,0,10.5,0,0,0,0.615,1.00,0,0,0,1.65,0,0,0,0,0,5770,437,380,12.2,196,58.4,37.2,2.25,0,0,0,9.72,42100,0,76.9,202,0,0,72.4,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.75,29.3,89.5,100
W30X124,W,124,36.5,30.2,0,0,0,10.5,0,0,0,0.585,0.930,0,0,0,1.58,0,0,0,0,0,5360,408,355,12.1,181,54,34.4,2.23,0,0,0,7.99,38600,0,76.8,188,0,0,67.5,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.73,29.3,89.5,100
W30X116,W,116,34.2,30.0,0,0,0,10.5,0,0,0,0.565,0.850,0,0,0,1.50,0,0,0,0,0,4930,378,329,12,164,49.2,31.3,2.19,0,0,0,6.43,34900,0,76.5,171,0,0,61.5,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.70,29.2,89.3,99.8
W30X108,W,108,31.7,29.8,0,0,0,10.5,0,0,0,0.545,0.760,0,0,0,1.41,0,0,0,0,0,4470,346,299,11.9,146,43.9,27.9,2.15,0,0,0,4.99,30900,0,76.2,152,0,0,54.9,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.67,29.0,88.9,99.4
W30X99,W,99.0,29.0,29.7,0,0,0,10.5,0,0,0,0.520,0.670,0,0,0,1.32,0,0,0,0,0,3990,312,269,11.7,128,38.6,24.5,2.1,0,0,0,3.77,26800,0,76.2,134,0,0,48.5,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.62,29.0,88.7,99.2
W30X90,W,90.0,26.3,29.5,0,0,0,10.4,0,0,0,0.470,0.610,0,0,0,1.26,0,0,0,0,0,3610,283,245,11.7,115,34.7,22.1,2.09,0,0,0,2.84,24000,0,75.1,119,0,0,43.7,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.60,28.9,88.1,98.5
W27X539,W,539,159,32.5,0,0,0,15.3,0,0,0,1.97,3.54,0,0,0,4.33,0,0,0,0,0,25600,1890,1570,12.7,2110,437,277,3.65,0,0,0,496,443000,0,111,1500,0,0,342,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.41,29.0,106,121
W27X368,W,368,109,30.4,0,0,0,14.7,0,0,0,1.38,2.48,0,0,0,3.27,0,0,0,0,0,16200,1240,1060,12.2,1310,279,179,3.48,0,0,0,170,255000,0,103,935,0,0,231,621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15,27.9,100,115
W27X336,W,336,99.2,30.0,0,0,0,14.6,0,0,0,1.26,2.28,0,0,0,3.07,0,0,0,0,0,14600,1130,972,12.1,1180,252,162,3.45,0,0,0,131,226000,0,101,842,0,0,211,563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10,27.7,100,115
W27X307,W,307,90.2,29.6,0,0,0,14.4,0,0,0,1.16,2.09,0,0,0,2.88,0,0,0,0,0,13100,1030,887,12,1050,227,146,3.41,0,0,0,101,199000,0,99.0,745,0,0,190,508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.04,27.5,98.6,113
W27X281,W,281,83.1,29.3,0,0,0,14.4,0,0,0,1.06,1.93,0,0,0,2.72,0,0,0,0,0,11900,936,814,12,953,206,133,3.39,0,0,0,79.5,178000,0,98.5,685,0,0,176,466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00,27.4,98.6,113
W27X258,W,258,76.1,29.0,0,0,0,14.3,0,0,0,0.980,1.77,0,0,0,2.56,0,0,0,0,0,10800,852,745,11.9,859,187,120,3.36,0,0,0,61.6,159000,0,97.3,616,0,0,160,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.96,27.2,97.7,112
W27X235,W,235,69.4,28.7,0,0,0,14.2,0,0,0,0.910,1.61,0,0,0,2.40,0,0,0,0,0,9700,772,677,11.8,769,168,108,3.33,0,0,0,47.0,141000,0,96.2,550,0,0,145,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.92,27.1,96.8,111
W27X217,W,217,63.9,28.4,0,0,0,14.1,0,0,0,0.830,1.50,0,0,0,2.29,0,0,0,0,0,8910,711,627,11.8,704,154,100,3.32,0,0,0,37.6,128000,0,94.8,501,0,0,134,351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.89,26.9,95.9,110
W27X194,W,194,57.1,28.1,0,0,0,14.0,0,0,0,0.750,1.34,0,0,0,2.13,0,0,0,0,0,7860,631,559,11.7,619,136,88.1,3.29,0,0,0,27.1,111000,0,93.7,439,0,0,119,312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.85,26.8,95.0,109
W27X178,W,178,52.5,27.8,0,0,0,14.1,0,0,0,0.725,1.19,0,0,0,1.98,0,0,0,0,0,7020,570,505,11.6,555,122,78.8,3.25,0,0,0,20.1,98400,0,93.8,393,0,0,106,282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.83,26.6,94.9,109
