ShapeId,Type,W,A,d,Ht,h,OD,bf,B,b,ID,tw,tf,t,tnom,tdes,kdes,x,y,eo,xp,yp,Ix,Zx,Sx,rx,Iy,Zy,Sy,ry,Iz,rz,Sz,J,Cw,C,Wno,Sw1,Sw2,Sw3,Qf,Qw,ro,H,tanAlpha,Qs,Iw,zA,zB,zC,wA,wB,wC,SwA,SwB,SwC,SzA,SzB,SzC,rts,ho,PA,PB
HP16X183,HP,183,54.1,16.5,0,0,0,16.3,0,0,0,1.13,1.13,0,0,0,2.31,0,0,0,0,0,2510,349,304,6.81,818,156,100,3.89,0,0,0,26.9,48300,0,62.2,285,0,0,65.4,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.55,15.4,0,0
HP16X162,HP,162,47.7,16.3,0,0,0,16.1,0,0,0,1.00,1.00,0,0,0,2.18,0,0,0,0,0,2190,306,269,6.78,697,134,86.6,3.82,0,0,0,18.8,40800,0,61.6,248,0,0,57.8,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.45,15.3,0,0
HP16X141,HP,141,41.7,16.0,0,0,0,16.0,0,0,0,0.875,0.875,0,0,0,2.06,0,0,0,0,0,1870,264,234,6.7,599,116,74.9,3.79,0,0,0,12.9,34300,0,60.5,212,0,0,50.0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.40,15.1,0,0
HP16X121,HP,121,35.8,15.8,0,0,0,15.9,0,0,0,0.750,0.750,0,0,0,1.93,0,0,0,0,0,1590,226,201,6.66,504,97.6,63.4,3.75,0,0,0,8.35,28500,0,59.8,178,0,0,42.8,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.34,15.1,0,0
HP16X101,HP,101,29.9,15.5,0,0,0,15.8,0,0,0,0.625,0.625,0,0,0,1.81,0,0,0,0,0,1300,187,168,6.59,412,80.1,52.2,3.71,0,0,0,5.07,22800,0,58.8,145,0,0,35.3,89.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.27,14.9,0,0
HP16X88,HP,88.0,25.8,15.3,0,0,0,15.7,0,0,0,0.540,0.540,0,0,0,1.72,0,0,0,0,0,1110,161,145,6.56,349,68.2,44.5,3.68,0,0,0,3.45,19000,0,57.9,123,0,0,30.2,76.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21,14.8,0,0
HP14X117,HP,117,34.4,14.2,0,0,0,14.9,0,0,0,0.805,0.805,0,0,0,1.50,0,0,0,0,0,1220,194,172,5.96,443,91.4,59.5,3.59,0,0,0,8.02,19900,0,49.9,149,0,0,38.0,96.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.15,13.4,0,0
HP14X102,HP,102,30.1,14.0,0,0,0,14.8,0,0,0,0.705,0.705,0,0,0,1.38,0,0,0,0,0,1050,169,150,5.92,380,78.8,51.4,3.56,0,0,0,5.39,16800,0,49.2,128,0,0,33.0,83.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.10,13.3,0,0
HP14X89,HP,89.0,26.1,13.8,0,0,0,14.7,0,0,0,0.615,0.615,0,0,0,1.31,0,0,0,0,0,904,146,131,5.88,326,67.7,44.3,3.53,0,0,0,3.59,14200,0,48.5,110,0,0,28.6,71.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.05,13.2,0,0
HP14X73,HP,73.0,21.4,13.6,0,0,0,14.6,0,0,0,0.505,0.505,0,0,0,1.19,0,0,0,0,0,729,118,107,5.84,261,54.6,35.8,3.49,0,0,0,2.01,11200,0,47.8,88.0,0,0,23.3,58.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.00,13.1,0,0
HP12X84,HP,84.0,24.6,12.3,0,0,0,12.3,0,0,0,0.685,0.685,0,0,0,1.38,0,0,0,0,0,650,120,106,5.14,213,53.2,34.6,2.94,0,0,0,4.24,7140,0,35.6,75.0,0,0,23.1,59.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.41,11.6,0,0
HP12X74,HP,74.0,21.8,12.1,0,0,0,12.2,0,0,0,0.605,0.610,0,0,0,1.31,0,0,0,0,0,569,105,93.8,5.11,186,46.6,30.4,2.92,0,0,0,2.98,6160,0,35.2,65.5,0,0,20.4,51.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.38,11.5,0,0
HP12X63,HP,63.0,18.4,11.9,0,0,0,12.1,0,0,0,0.515,0.515,0,0,0,1.25,0,0,0,0,0,472,88.3,79.1,5.06,153,38.7,25.3,2.88,0,0,0,1.83,5000,0,34.6,54.1,0,0,17.1,43.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.33,11.4,0,0
HP12X53,HP,53.0,15.5,11.8,0,0,0,12.0,0,0,0,0.435,0.435,0,0,0,1.13,0,0,0,0,0,393,74,66.7,5.03,127,32.2,21.1,2.86,0,0,0,1.12,4080,0,34.2,44.7,0,0,14.3,36.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.29,11.4,0,0
HP10X57,HP,57.0,16.7,9.99,0,0,0,10.2,0,0,0,0.565,0.565,0,0,0,1.25,0,0,0,0,0,294,66.5,58.8,4.18,101,30.3,19.7,2.45,0,0,0,1.97,2240,0,24.1,34.8,0,0,12.9,32.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.84,9.43,0,0
HP10X42,HP,42.0,12.4,9.70,0,0,0,10.1,0,0,0,0.415,0.420,0,0,0,1.13,0,0,0,0,0,210,48.3,43.4,4.13,71.7,21.8,14.2,2.41,0,0,0,0.813,1540,0,23.4,24.7,0,0,9.41,23.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77,9.28,0,0
HP8X36,HP,36.0,10.6,8.02,0,0,0,8.16,0,0,0,0.445,0.445,0,0,0,1.13,0,0,0,0,0,119,33.6,29.8,3.36,40.3,15.2,9.88,1.95,0,0,0,0.770,578,0,15.4,14.0,0,0,6.50,16.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.26,7.58,0,0
C15X50,C,50.0,14.7,15.0,0,0,0,3.72,0,0,0,0.716,0.650,0,0,0,1.44,0.799,0,0.583,0.49,0,404,68.5,53.8,5.24,11,8.14,3.77,0.865,0,0,0,2.65,492,0,17.4,13.7,11.6,5.86,14.0,34.1,5.49,0.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,14.4,0,0
C15X40,C,40.0,11.8,15.0,0,0,0,3.52,0,0,0,0.520,0.650,0,0,0,1.44,0.778,0,0.767,0.392,0,348,57.5,46.5,5.43,9.17,6.84,3.34,0.883,0,0,0,1.45,410,0,16.0,11.7,9.2,4.64,14.0,28.6,5.71,0.927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15,14.4,0,0
C15X33.9,C,33.9,10.0,15.0,0,0,0,3.40,0,0,0,0.400,0.650,0,0,0,1.44,0.788,0,0.896,0.332,0,315,50.8,42,5.61,8.07,6.19,3.09,0.901,0,0,0,1.01,358,0,15.1,10.4,7.55,3.81,14.0,25.2,5.94,0.920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.13,14.4,0,0
C12X30,C,30.0,8.81,12.0,0,0,0,3.17,0,0,0,0.510,0.501,0,0,0,1.13,0.674,0,0.618,0.367,0,162,33.8,27,4.29,5.12,4.32,2.05,0.762,0,0,0,0.861,151,0,11.7,6.01,4.91,2.45,7.66,16.8,4.54,0.919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.01,11.5,0,0
C12X25,C,25.0,7.34,12.0,0,0,0,3.05,0,0,0,0.387,0.501,0,0,0,1.13,0.674,0,0.746,0.306,0,144,29.4,24,4.43,4.45,3.82,1.87,0.779,0,0,0,0.538,130,0,11.0,5.29,4.02,1.99,7.67,14.6,4.72,0.909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00,11.5,0,0
C12X20.7,C,20.7,6.08,12.0,0,0,0,2.94,0,0,0,0.282,0.501,0,0,0,1.13,0.698,0,0.87,0.253,0,129,25.6,21.5,4.61,3.86,3.47,1.72,0.797,0,0,0,0.369,112,0,10.3,4.60,3.13,1.58,7.66,12.7,4.93,0.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983,11.5,0,0
C10X30,C,30.0,8.81,10.0,0,0,0,3.03,0,0,0,0.673,0.436,0,0,0,1.00,0.649,0,0.368,0.441,0,103,26.7,20.7,3.43,3.93,3.78,1.65,0.668,0,0,0,1.22,79.5,0,9.51,4.12,3.61,1.81,4.91,13.3,3.63,0.921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.924,9.56,0,0
C10X25,C,25.0,7.35,10.0,0,0,0,2.89,0,0,0,0.526,0.436,0,0,0,1.00,0.617,0,0.494,0.367,0,91.1,23.1,18.2,3.52,3.34,3.18,1.47,0.675,0,0,0,0.687,68.3,0,8.94,3.64,3.05,1.50,4.93,11.5,3.76,0.912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.911,9.56,0,0
C10X20,C,20.0,5.87,10.0,0,0,0,2.74,0,0,0,0.379,0.436,0,0,0,1.00,0.606,0,0.636,0.294,0,78.9,19.4,15.8,3.67,2.8,2.7,1.31,0.69,0,0,0,0.368,56.9,0,8.25,3.10,2.39,1.18,4.92,9.66,3.93,0.900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894,9.56,0,0
C10X15.3,C,15.3,4.48,10.0,0,0,0,2.60,0,0,0,0.240,0.436,0,0,0,1.00,0.634,0,0.796,0.224,0,67.3,15.9,13.5,3.88,2.27,2.34,1.15,0.711,0,0,0,0.209,45.5,0,7.48,2.55,1.67,0.841,4.92,7.92,4.19,0.884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.868,9.56,0,0
C9X20,C,20.0,5.87,9.00,0,0,0,2.65,0,0,0,0.448,0.413,0,0,0,1.00,0.583,0,0.515,0.326,0,60.9,16.9,13.5,3.22,2.41,2.46,1.17,0.64,0,0,0,0.427,39.4,0,7.24,2.52,2.04,1.01,3.90,8.44,3.46,0.899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.850,8.59,0,0
C9X15,C,15.0,4.40,9.00,0,0,0,2.49,0,0,0,0.285,0.413,0,0,0,1.00,0.586,0,0.681,0.245,0,51,13.6,11.3,3.4,1.91,2.04,1.01,0.659,0,0,0,0.208,31.0,0,6.54,2.06,1.46,0.705,3.91,6.80,3.69,0.882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.825,8.59,0,0
C9X13.4,C,13.4,3.94,9.00,0,0,0,2.43,0,0,0,0.233,0.413,0,0,0,1.00,0.601,0,0.742,0.219,0,47.8,12.6,10.6,3.48,1.75,1.94,0.954,0.666,0,0,0,0.168,28.2,0,6.25,1.88,1.22,0.625,3.90,6.25,3.79,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.814,8.59,0,0
C8X18.75,C,18.75,5.51,8.00,0,0,0,2.53,0,0,0,0.487,0.390,0,0,0,0.938,0.565,0,0.431,0.344,0,43.9,13.9,11,2.82,1.97,2.17,1.01,0.598,0,0,0,0.434,25.1,0,6.13,1.93,1.59,0.788,3.03,6.93,3.05,0.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800,7.61,0,0
C8X13.75,C,13.75,4.03,8.00,0,0,0,2.34,0,0,0,0.303,0.390,0,0,0,0.938,0.554,0,0.604,0.252,0,36.1,11,9.02,2.99,1.52,1.73,0.848,0.613,0,0,0,0.186,19.2,0,5.45,1.52,1.10,0.557,3.02,5.45,3.26,0.874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.774,7.61,0,0
C8X11.5,C,11.5,3.37,8.00,0,0,0,2.26,0,0,0,0.220,0.390,0,0,0,0.938,0.572,0,0.697,0.211,0,32.5,9.63,8.14,3.11,1.31,1.57,0.775,0.623,0,0,0,0.130,16.5,0,5.11,1.34,0.855,0.430,3.03,4.79,3.41,0.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.756,7.61,0,0
C7X14.75,C,14.75,4.33,7.00,0,0,0,2.30,0,0,0,0.419,0.366,0,0,0,0.875,0.532,0,0.441,0.309,0,27.2,9.75,7.78,2.51,1.37,1.63,0.772,0.561,0,0,0,0.267,13.1,0,4.78,1.26,1.00,0.498,2.28,4.85,2.75,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.738,6.63,0,0
C7X12.25,C,12.25,3.59,7.00,0,0,0,2.19,0,0,0,0.314,0.366,0,0,0,0.875,0.525,0,0.538,0.257,0,24.2,8.46,6.92,2.59,1.16,1.42,0.696,0.568,0,0,0,0.161,11.2,0,4.44,1.09,0.793,0.406,2.28,4.20,2.86,0.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.722,6.63,0,0
C7X9.8,C,9.80,2.87,7.00,0,0,0,2.09,0,0,0,0.210,0.366,0,0,0,0.875,0.541,0,0.647,0.205,0,21.2,7.19,6.07,2.72,0.957,1.26,0.617,0.578,0,0,0,0.0996,9.15,0,4.09,0.922,0.58,0.289,2.28,3.57,3.02,0.845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698,6.63,0,0
C6X13,C,13.0,3.82,6.00,0,0,0,2.16,0,0,0,0.437,0.343,0,0,0,0.813,0.514,0,0.38,0.318,0,17.3,7.29,5.78,2.13,1.05,1.35,0.638,0.524,0,0,0,0.237,7.19,0,3.80,0.875,0.702,0.345,1.67,3.64,2.37,0.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.689,5.66,0,0
C6X10.5,C,10.5,3.07,6.00,0,0,0,2.03,0,0,0,0.314,0.343,0,0,0,0.813,0.5,0,0.486,0.256,0,15.1,6.18,5.04,2.22,0.86,1.14,0.561,0.529,0,0,0,0.128,5.91,0,3.48,0.734,0.534,0.275,1.66,3.08,2.48,0.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.669,5.66,0,0
C6X8.2,C,8.20,2.39,6.00,0,0,0,1.92,0,0,0,0.200,0.343,0,0,0,0.813,0.512,0,0.599,0.199,0,13.1,5.16,4.35,2.34,0.687,0.987,0.488,0.536,0,0,0,0.0736,4.70,0,3.17,0.610,0.373,0.187,1.67,2.57,2.65,0.824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.643,5.66,0,0
C5X9,C,9.00,2.64,5.00,0,0,0,1.89,0,0,0,0.325,0.320,0,0,0,0.750,0.478,0,0.427,0.264,0,8.89,4.39,3.56,1.84,0.624,0.913,0.444,0.486,0,0,0,0.109,2.93,0,2.66,0.485,0.355,0.170,1.17,2.19,2.10,0.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.616,4.68,0,0
C5X6.7,C,6.70,1.97,5.00,0,0,0,1.75,0,0,0,0.190,0.320,0,0,0,0.750,0.484,0,0.552,0.215,0,7.48,3.55,2.99,1.95,0.47,0.757,0.372,0.489,0,0,0,0.0549,2.22,0,2.36,0.380,0.224,0.113,1.17,1.76,2.26,0.790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.584,4.68,0,0
C4X7.25,C,7.25,2.13,4.00,0,0,0,1.72,0,0,0,0.321,0.296,0,0,0,0.750,0.459,0,0.386,0.266,0,4.58,2.84,2.29,1.47,0.425,0.695,0.337,0.447,0,0,0,0.0817,1.24,0,1.88,0.281,0.199,0.101,0.767,1.41,1.75,0.767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.563,3.70,0,0
C4X6.25,C,6.25,1.77,4.00,0,0,0,1.65,0,0,0,0.247,0.272,0,0,0,0.750,0.435,0,0.434,0.221,0,4,2.43,2,1.5,0.345,0.569,0.284,0.441,0,0,0,0.0487,1.03,0,1.81,0.238,0.159,0.0805,0.711,1.21,1.79,0.764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.546,3.73,0,0
C4X5.4,C,5.40,1.58,4.00,0,0,0,1.58,0,0,0,0.184,0.296,0,0,0,0.750,0.457,0,0.501,0.231,0,3.85,2.29,1.92,1.56,0.312,0.565,0.277,0.444,0,0,0,0.0399,0.921,0,1.66,0.219,0.123,0.0637,0.765,1.13,1.88,0.742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.528,3.70,0,0
C4X4.5,C,4.50,1.38,4.00,0,0,0,1.58,0,0,0,0.125,0.296,0,0,0,0.750,0.493,0,0.587,0.321,0,3.65,2.12,1.83,1.63,0.289,0.531,0.265,0.457,0,0,0,0.0322,0.871,0,1.61,0.206,0.0908,0.0481,0.798,1.05,2.01,0.710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.524,3.70,0,0
C3X6,C,6.00,1.76,3.00,0,0,0,1.60,0,0,0,0.356,0.273,0,0,0,0.688,0.455,0,0.322,0.294,0,2.07,1.74,1.38,1.09,0.3,0.543,0.263,0.413,0,0,0,0.0725,0.462,0,1.26,0.158,0.112,0.0538,0.463,0.864,1.40,0.690,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.519,2.73,0,0
C3X5,C,5.00,1.47,3.00,0,0,0,1.50,0,0,0,0.258,0.273,0,0,0,0.688,0.439,0,0.392,0.245,0,1.85,1.52,1.23,1.12,0.241,0.464,0.228,0.405,0,0,0,0.0425,0.379,0,1.16,0.135,0.0840,0.0412,0.462,0.753,1.45,0.673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.496,2.73,0,0
C3X4.1,C,4.10,1.20,3.00,0,0,0,1.41,0,0,0,0.170,0.273,0,0,0,0.688,0.437,0,0.461,0.262,0,1.65,1.32,1.1,1.18,0.191,0.399,0.196,0.398,0,0,0,0.0269,0.307,0,1.06,0.113,0.0575,0.0290,0.462,0.653,1.53,0.655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.469,2.73,0,0
C3X3.5,C,3.50,1.09,3.00,0,0,0,1.37,0,0,0,0.132,0.273,0,0,0,0.688,0.443,0,0.493,0.296,0,1.57,1.24,1.04,1.2,0.169,0.364,0.182,0.394,0,0,0,0.0226,0.276,0,1.02,0.103,0.0452,0.0235,0.461,0.609,1.57,0.646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.456,2.73,0,0
MC18X58,MC,58.0,17.1,18.0,0,0,0,4.20,0,0,0,0.700,0.625,0,0,0,1.44,0.862,0,0.695,0.474,0,675,95.4,75,6.29,17.6,10.7,5.28,1.02,0,0,0,2.81,1070,0,24.4,21.4,18.4,9.28,19.0,47.4,6.56,0.944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,17.4,0,0
MC18X51.9,MC,51.9,15.3,18.0,0,0,0,4.10,0,0,0,0.600,0.625,0,0,0,1.44,0.858,0,0.797,0.424,0,627,87.3,69.6,6.41,16.3,9.86,5.02,1.03,0,0,0,2.03,985,0,23.5,19.9,16.6,8.31,19.0,43.3,6.70,0.939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,17.4,0,0
MC18X45.8,MC,45.8,13.5,18.0,0,0,0,4.00,0,0,0,0.500,0.625,0,0,0,1.44,0.866,0,0.909,0.374,0,578,79.2,64.2,6.55,14.9,9.14,4.77,1.05,0,0,0,1.45,897,0,22.5,18.3,14.6,7.33,19.0,39.3,6.87,0.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,17.4,0,0
MC18X42.7,MC,42.7,12.6,18.0,0,0,0,3.95,0,0,0,0.450,0.625,0,0,0,1.44,0.877,0,0.969,0.349,0,554,75.1,61.5,6.64,14.3,8.82,4.64,1.07,0,0,0,1.23,852,0,22.0,17.4,13.5,6.83,19.0,37.2,6.97,0.930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,17.4,0,0
MC13X50,MC,50.0,14.7,13.0,0,0,0,4.41,0,0,0,0.787,0.610,0,0,0,1.44,0.974,0,0.815,0.566,0,314,60.8,48.3,4.62,16.4,10.2,4.77,1.06,0,0,0,2.96,558,0,17.4,14.9,12.1,6.18,13.7,30.3,5.07,0.875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.41,12.4,0,0
MC13X40,MC,40.0,11.7,13.0,0,0,0,4.19,0,0,0,0.560,0.610,0,0,0,1.44,0.963,0,1.03,0.452,0,273,51.2,41.9,4.82,13.7,8.66,4.24,1.08,0,0,0,1.55,462,0,16.1,12.8,9.54,4.56,13.7,25.5,5.32,0.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.38,12.4,0,0
MC13X35,MC,35.0,10.3,13.0,0,0,0,4.07,0,0,0,0.447,0.610,0,0,0,1.44,0.98,0,1.16,0.396,0,252,46.5,38.8,4.95,12.3,8.04,3.97,1.09,0,0,0,1.13,412,0,15.3,11.5,7.85,4.04,13.7,23.1,5.50,0.849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,12.4,0,0
MC13X31.8,MC,31.8,9.35,13.0,0,0,0,4.00,0,0,0,0.375,0.610,0,0,0,1.44,1,0,1.24,0.36,0,239,43.4,36.7,5.05,11.4,7.69,3.79,1.1,0,0,0,0.937,380,0,14.8,10.8,6.90,3.39,13.7,21.6,5.64,0.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.34,12.4,0,0
MC12X50,MC,50.0,14.7,12.0,0,0,0,4.14,0,0,0,0.835,0.700,0,0,0,1.31,1.05,0,0.741,0.613,0,269,56.5,44.9,4.28,17.4,10.9,5.64,1.09,0,0,0,3.23,411,0,14.5,13.0,10.3,5.14,13.1,28.1,4.77,0.859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37,11.3,0,0
MC12X45,MC,45.0,13.2,12.0,0,0,0,4.01,0,0,0,0.710,0.700,0,0,0,1.31,1.04,0,0.844,0.55,0,251,52,41.9,4.36,15.8,10.1,5.3,1.09,0,0,0,2.33,373,0,13.9,11.9,9.09,4.50,13.1,25.8,4.88,0.851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.35,11.3,0,0
MC12X40,MC,40.0,11.8,12.0,0,0,0,3.89,0,0,0,0.590,0.700,0,0,0,1.31,1.04,0,0.952,0.49,0,234,47.7,39,4.46,14.2,9.31,4.98,1.1,0,0,0,1.69,336,0,13.3,10.9,7.83,3.91,13.1,23.7,5.01,0.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.33,11.3,0,0
MC12X35,MC,35.0,10.3,12.0,0,0,0,3.77,0,0,0,0.465,0.700,0,0,0,1.31,1.05,0,1.07,0.428,0,216,43.2,36,4.59,12.6,8.62,4.64,1.11,0,0,0,1.24,297,0,12.6,9.88,6.52,3.15,13.1,21.4,5.18,0.831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30,11.3,0,0
MC12X31,MC,31.0,9.12,12.0,0,0,0,3.67,0,0,0,0.370,0.700,0,0,0,1.31,1.08,0,1.17,0.425,0,202,39.7,33.7,4.71,11.3,8.15,4.37,1.11,0,0,0,1.00,267,0,12.0,8.97,5.34,2.66,13.1,19.7,5.34,0.822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28,11.3,0,0
MC12X14.3,MC,14.3,4.18,12.0,0,0,0,2.12,0,0,0,0.250,0.313,0,0,0,0.750,0.377,0,0.435,0.174,0,76.1,15.9,12.7,4.27,1,1.21,0.574,0.489,0,0,0,0.117,32.8,0,8.39,1.89,1.60,0.796,3.42,7.92,4.37,0.965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672,11.7,0,0
MC12X10.6,MC,10.6,3.10,12.0,0,0,0,1.50,0,0,0,0.190,0.309,0,0,0,0.750,0.269,0,0.284,0.129,0,55.3,11.6,9.22,4.22,0.378,0.635,0.307,0.349,0,0,0,0.0596,11.7,0,6.00,0.951,0.822,0.410,2.37,5.79,4.27,0.983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.478,11.7,0,0
MC10X41.1,MC,41.1,12.1,10.0,0,0,0,4.32,0,0,0,0.796,0.575,0,0,0,1.31,1.09,0,0.864,0.604,0,157,39.3,31.5,3.61,15.7,9.49,4.85,1.14,0,0,0,2.26,269,0,12.5,9.59,7.43,3.74,9.55,19.5,4.26,0.790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44,9.43,0,0
MC10X33.6,MC,33.6,9.87,10.0,0,0,0,4.10,0,0,0,0.575,0.575,0,0,0,1.31,1.09,0,1.06,0.494,0,139,33.7,27.8,3.75,13.1,8.28,4.35,1.15,0,0,0,1.20,224,0,11.6,8.24,5.78,2.83,9.55,16.7,4.47,0.770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40,9.43,0,0
MC10X28.5,MC,28.5,8.37,10.0,0,0,0,3.95,0,0,0,0.425,0.575,0,0,0,1.31,1.12,0,1.21,0.419,0,126,30,25.3,3.89,11.3,7.59,3.99,1.16,0,0,0,0.791,193,0,10.9,7.26,4.52,2.2,9.55,14.9,4.68,0.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.36,9.43,0,0
MC10X25,MC,25.0,7.34,10.0,0,0,0,3.41,0,0,0,0.380,0.575,0,0,0,1.31,0.953,0,1.03,0.367,0,110,26.2,22,3.87,7.25,5.65,2.96,0.993,0,0,0,0.638,124,0,9.43,5.42,3.40,1.75,8.21,13.0,4.46,0.803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17,9.43,0,0
MC10X22,MC,22.0,6.45,10.0,0,0,0,3.32,0,0,0,0.290,0.575,0,0,0,1.31,0.99,0,1.12,0.467,0,102,23.9,20.5,3.99,6.4,5.29,2.75,0.997,0,0,0,0.510,110,0,9.00,4.95,2.78,1.30,8.21,11.8,4.62,0.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14,9.43,0,0
MC10X8.4,MC,8.40,2.46,10.0,0,0,0,1.50,0,0,0,0.170,0.280,0,0,0,0.750,0.284,0,0.332,0.123,0,31.9,7.92,6.39,3.61,0.326,0.548,0.268,0.364,0,0,0,0.0413,7.00,0,4.85,0.678,0.559,0.278,1.81,3.93,3.68,0.972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.486,9.72,0,0
MC10X6.5,MC,6.50,1.95,10.0,0,0,0,1.17,0,0,0,0.152,0.202,0,0,0,0.563,0.194,0,0.182,0.0975,0,22.9,5.9,4.59,3.43,0.133,0.284,0.137,0.262,0,0,0,0.0191,2.76,0,4.10,0.346,0.313,0.158,1.01,2.91,3.46,0.988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.363,9.80,0,0
MC9X25.4,MC,25.4,7.47,9.00,0,0,0,3.50,0,0,0,0.450,0.550,0,0,0,1.25,0.97,0,0.986,0.415,0,87.9,23.5,19.5,3.43,7.57,5.7,2.99,1.01,0,0,0,0.691,104,0,8.72,4.95,3.25,1.61,7.09,11.6,4.08,0.770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20,8.45,0,0
MC9X23.9,MC,23.9,7.02,9.00,0,0,0,3.45,0,0,0,0.400,0.550,0,0,0,1.25,0.981,0,1.04,0.39,0,84.9,22.5,18.9,3.48,7.14,5.51,2.89,1.01,0,0,0,0.599,98.0,0,8.49,4.69,2.91,1.52,7.09,11.1,4.15,0.763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18,8.45,0,0
MC8X22.8,MC,22.8,6.70,8.00,0,0,0,3.50,0,0,0,0.427,0.525,0,0,0,1.19,1.01,0,1.04,0.419,0,63.8,19.1,15.9,3.09,7.01,5.37,2.81,1.02,0,0,0,0.572,75.2,0,7.60,4.06,2.52,1.22,6.03,9.45,3.84,0.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.20,7.48,0,0
